id,tipologia,operacion,direccion,barrio,ambientes,dormitorios,descripcion,apto_banco,precio,cod_zp,cod_lvi,link_interno,requisitos,imagen
142,local,alquiler,Belgrano 1535 Local 1,Guemes,,,,0,542000,57567664,5566009,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
143,casa,venta,Turrado juarez 1560,Guemes,7,4,,1,80000,57567665,5566010,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
144,departamento,alquiler,Armenia 2050 Dpto 5,Pueyrredon,3,2,,0,420000,57567666,5566011,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
147,casa,venta,Fournier 2555 esq Esmeralda,Ameghino Sur,4,3,,0,51000,57567669,5566014,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
148,departamento,alquiler,Colombres 2048 Piso 2 Dpto B Cpo II,San Martin,3,2,,0,358000,57567670,5566015,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
150,departamento,alquiler,Fructuoso Rivera 1030 PB Dpto 1,Observatorio,2,1,,0,322000,57567672,5566017,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
151,departamento,alquiler,Fructuoso Rivera 1030 Piso 1 Dpto 1,Observatorio,2,1,,0,319000,57567673,5566018,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
152,departamento,alquiler,Fructuoso Rivera 1030 Piso 2 Dpto 1,Observatorio,2,1,,0,335000,57567674,5566019,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
153,departamento,alquiler,Fructuoso Rivera 1030 P.B.Dpto 2,Observatorio,2,1,,0,301000,57567675,5566020,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
154,departamento,alquiler,Fructuoso Rivera 1030 Piso 1 Dpto 2,Observatorio,2,1,,0,305000,57567676,5566021,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
155,departamento,alquiler,Fructuoso Rivera 1030 Piso 2 Dpto 2,Observatorio,3,2,,0,355000,57567677,5566022,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
156,departamento,alquiler,Lino Spilimbergo 6058,Los Boulevares,2,1,,0,267000,57567678,5566023,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
157,terreno,venta,Alto del Tala 5646 (terreno),Santa Isabel 2da,1,0,OPORTUNIDAD!! CERCANO A UNIVERIDAD CATOLICA!!,1,76000,57567679,5394038,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
158,local,alquiler,Alto del Tala 5646 Local 1,Santa Isabel 2da,1,0,OPORTUNIDAD!! CERCANO A UNIVERIDAD CATOLICA!!,0,560000,57567680,5394038,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
159,local,alquiler,Alto del Tala 5650 Local 2,Santa Isabel 2da,1,0,OPORTUNIDAD!! CERCANO A UNIVERIDAD CATOLICA!!,0,396000,57567681,5394038,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
160,casa,venta,Arturo M. Bas 2832,Parque Velez Sarsfield,4,3,,0,57000,57567682,5566027,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
161,departamento,alquiler,9 de Julio 1506 Piso 1º Dpto A,Alberdi,2,1,,0,283000,57567683,5566028,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
162,departamento,alquiler,9 de Julio 1506 Piso 4 Dpto. C,Alberdi,3,2,,0,397000,57567684,5566029,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
167,casa,venta,Castex 174,Alberdi,5,3,,1,92000,57567689,5566034,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
168,casa,venta,Gregorio Gavier 4149,Villa Marta,3,2,,1,37000,57567690,5566035,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
170,local,alquiler,Los Granaderos 2032 Local 1,Zumaran,,,,0,318000,57567692,5566037,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
171,local,alquiler,Los Granaderos 2032 Local 2,Zumaran,,,,0,482000,57567693,5566038,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
172,departamento,alquiler,Los Granaderos 2032 Dpto 1,Zumaran,3,2,,0,386000,57567694,5566039,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
173,departamento,alquiler,Los Granaderos 2032 Dpto 2,Zumaran,3,2,,0,367000,57567695,5566040,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
174,departamento,alquiler,Los Granaderos 2032 Dpto 3,Zumaran,3,2,,0,373000,57567696,5566041,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
175,departamento,alquiler,Los Granaderos 2032 Dpto 4,Zumaran,3,2,,0,368000,57567697,5566042,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
176,departamento,alquiler,Los Granaderos 2032 Dpto 5,Zumaran,3,2,,0,427000,57567698,5566043,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
177,departamento,alquiler,Los Granaderos 2032 Dpto 6,Zumaran,4,3,,0,427000,57567699,5566044,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
178,departamento,alquiler,Los Granaderos 2032 Dpto 7,Zumaran,3,2,,0,391000,57567700,5566045,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
179,departamento,alquiler,Los Granaderos 2032 Dpto 8,Zumaran,2,1,,0,296000,57567701,5566046,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
180,departamento,alquiler,Los Granaderos 2032 Dpto 9,Zumaran,2,1,,0,277000,57567702,5566047,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
181,departamento,alquiler,Los Granaderos 2032 Dpto 10,Zumaran,2,1,,0,328000,57567703,5566048,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
182,local,alquiler,Donato Alvarez 7323 Local 1 y 2,Arguello,,,,0,454000,57567704,5566049,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
183,departamento,alquiler,Lulio 2914 Piso 1º Dpto H,Zumaran,2,1,,0,318000,57567705,5566050,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
184,local,alquiler,Donato Alvarez 7323 Local 3,Arguello,,,,0,432000,57567706,5566051,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
185,departamento,alquiler,Donato Alvarez 7323 P.B.Dpto 1,Arguello,3,2,,0,381000,57567707,5566052,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
186,departamento,alquiler,Teniente General Donato Alvarez 7323,Villa 9 de Julio,4,1,"SALOMON INMOBILIARIA OFRECE EN ALQUILER UN DEPTO UBICADO EN AV DONATO ALVAREZ 7323 , BARRIO ARGUELLO. CARACTERISTICAS : * LIVING COMEDOR ...Villa 9 de Julio",1,310000,57934331,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
187,departamento,alquiler,Donato Alvarez 7323 P.A. Dpto 2,Arguello,1,1,,0,239000,57567709,5566054,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
188,departamento,alquiler,Donato Alvarez 7323 P.A.Dpto 4,Arguello,1,1,,0,253000,57567710,5566055,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
189,departamento,alquiler,Francisco Vidal 7373 Dpto 1,Arguello,2,1,,0,275000,57567711,5566056,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
190,departamento,alquiler,Francisco Vidal 7373,Villa 9 de Julio,4,1,"¡Oportunidad de alquiler en Barrio Argüello! Salomón Inmobiliaria te ofrece este cómodo departamento ubicado en Av. Francisco Vidal 7373, ...Villa 9 de Julio",1,380000,58667550,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
191,departamento,alquiler,Francisco Vidal 7373,Villa 9 de Julio,2,1,tégica y de fácil acceso. Características del inmueble: ️ Ambiente amplio y luminoso Cocina separada y equipada con artefacto de cocina y ...Villa 9 de Julio,1,320000,58690491,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
192,departamento,alquiler,Francisco Vidal 7373 Dpto 4,Arguello,3,2,,0,385000,57567714,5566059,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
193,departamento,alquiler,Francisco Vidal 7373 Dpto 5,Arguello,2,1,,0,343000,57567715,5566060,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
194,departamento,alquiler,Francisco Vidal 7373 Dpto 6,Arguello,2,1,,0,319000,57567716,5566061,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
195,departamento,alquiler,Pasaje Mercedes 824 Dpto 1,Alberdi,3,2,,0,347000,57567717,5566062,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
196,departamento,alquiler,Pasaje Mercedes 824 Dpto 2,Alberdi,3,2,,0,345000,57567718,5566063,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
197,departamento,alquiler,Pasaje Mercedes 824 Dpto 3,Alberdi,4,3,,0,510000,57567719,5566064,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
198,departamento,alquiler,Pasaje Mercedes 824 Dpto 4,Alberdi,4,3,,0,480000,57567720,5566065,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
199,departamento,alquiler,Turrado Juarez 1478 P.B.Dpto A,Guemes,3,2,,0,375000,57567721,5566066,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
200,departamento,alquiler,Turrado Juarez 1478 P.B.Dpto C,Guemes,2,1,,0,343000,57567722,5566067,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
201,departamento,alquiler,Turrado Juarez 1478 P.B.Dpto D,Guemes,3,2,,0,371000,57567723,5566068,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
202,departamento,alquiler,Turrado Juarez 1478 P.B. Dpto E,Guemes,1,1,,0,214000,57567724,5566069,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
203,departamento,alquiler,Turrado Juarez 1478 P.B.Dpto F,Guemes,3,2,,0,437000,57567725,5566070,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
204,departamento,alquiler,Turrado Juarez 1478 Piso 1 Dpto A,Guemes,3,2,,0,343000,57567726,5566071,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
205,departamento,alquiler,Turrado Juarez 1478 Piso 1 Dpto B,Guemes,4,3,,0,488000,57567727,5566072,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
206,departamento,alquiler,Turrado Juárez 1478,Güemes,4,1,"SALOMÓN INMOBILIARIA OFRECE EN ALQUILER un departamento ubicado en Turrado Juárez 1478, Barrio Güemes, ¡a pasos de Ciudad Universitaria! C...Güemes",1,350000,58550098,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
207,departamento,alquiler,Turrado Juarez 1478 Piso 1 Dpto D,Guemes,2,1,,0,273000,57567729,5566074,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
208,departamento,alquiler,Turrado Juarez 1478 Piso 1 Dpto E,Guemes,4,3,,0,487000,57567730,5566075,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
209,departamento,alquiler,Turrado Juarez 1478 Piso 1 Dpto F,Guemes,1,1,,0,213000,57567731,5566076,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
210,departamento,alquiler,Turrado Juárez 1478 Piso 2 Dpto A,Guemes,2,1,,0,330000,57567732,5566077,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
211,departamento,alquiler,Turrado Juarez 1478 Piso 2 Dpto B,Guemes,2,1,,0,310000,57567733,5566078,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
212,departamento,alquiler,Turrado Juarez 1478 Piso 2 Dpto C,Guemes,2,1,,0,286000,57567734,5566079,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
213,departamento,alquiler,Turrado Juarez 1478 Piso 2 Dpto D,Guemes,4,3,,0,521000,57567735,5566080,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
214,departamento,alquiler,Turrado Juarez 1478 Piso 2 Dpto E,Guemes,3,2,,0,339000,57567736,5566081,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
215,departamento,alquiler,Turrado Juarez 1478 Piso 2 Dpto F,Guemes,2,1,,0,268000,57567737,5566082,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
216,local,alquiler,Luis de Tejeda 4208 Local 1,Cerro de las Rosas,,,,0,600000,57567738,5566083,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
217,local,venta,Luis de Tejeda 4208 Local 2,Cerro de las Rosas,,,,1,54000,57567739,5566084,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
218,local,venta,Luis de Tejeda 4208 Local 3,Cerro de las Rosas,,,,0,46000,57567740,5566085,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
219,departamento,alquiler,Capital Federal 941 P.B.Dpto 1,Observatorio,3,2,,0,429000,57567741,5566086,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
220,departamento,alquiler,Capital Federal 941 P.B.Dpto 2,Observatorio,2,1,,0,264000,57567742,5566087,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
221,departamento,alquiler,Capital Federal 941 P.A. Dpto 1,Observatorio,5,4,,0,496000,57567743,5566088,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
222,local,venta,Velez Sarsfield 674 P.A,Guemes,,,,1,68000,57567744,5566089,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
223,local,venta,Velez Sarsfield 674,Nueva Cordoba,,,,0,54000,57567745,5566090,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
224,departamento,alquiler,Duarte Quiros 3742 Dpto 1,San Salvador,2,1,,0,288000,57567746,5566091,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
225,departamento,alquiler,Duarte Quiros 3742 Dpto 2,San Salvador,3,2,,0,335000,57567747,5566092,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
226,local,venta,Ramirez de Velazco 770,Ducasse,,,,0,97000,57567748,5566093,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
228,casa,venta,Pedro de Angelis 1973,Cerro de las Rosas,5,3,,1,59000,57567750,5566095,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
229,departamento,alquiler,Martin Pinzon 2337 Piso 3 Dpto A,San Martin,2,1,,0,299000,57567751,5566096,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
230,departamento,alquiler,Martin Pinzon 2337 Piso 3 Dto. B,San Martin,3,2,,0,358000,57567752,5566097,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
232,cochera,alquiler,Caseros 651 Cochera 10,Centro,,,,0,93000,57567754,5566099,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
233,departamento,alquiler,Caseros 651 Piso 8 Dpto G,Centro,2,1,,0,278000,57567755,5566100,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
235,local,venta,Santa Ana 2716 P.B. Local 1 y 2,Alto Alberdi,,,,0,59000,57567757,5566102,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
236,departamento,alquiler,Santa Ana 2716 P.B. Dpto 1,Alto Alberdi,1,1,,0,239000,57567758,5566103,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
237,departamento,alquiler,Santa Ana 2716 Piso 1º Dpto 2,Alto Alberdi,5,4,,0,616000,57567759,5566104,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
238,departamento,alquiler,Santa Ana 2716 Piso 1 Dpto 3,Alto Alberdi,3,2,,0,381000,57567760,5566105,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
239,departamento,alquiler,Santa Ana 2716 Piso 2º Dpto 4,Alto Alberdi,1,1,,0,195000,57567761,5566106,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
240,departamento,alquiler,Rio Hondo 4160 P.A Dpto 1,Parque Atlantica,3,2,,0,347000,57567762,5566107,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
241,departamento,alquiler,Rio Hondo 4160 PB Dpto 3,Parque Atlantica,3,2,,0,380000,57567763,5566108,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
242,departamento,alquiler,La Banda 3961 PB Dpto 3,Parque Atlantica,2,1,,0,256000,57567764,5566109,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
243,departamento,alquiler,Rio Hondo 4160 PA Dpto 2,Parque Atlantica,2,1,,0,344000,57567765,5566110,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
244,departamento,alquiler,La Banda 3959/63,Parque Atlantica,3,2,,0,358000,57567766,5566111,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
245,casa,venta,Manuel Pizarro 4340,Villa Marta,6,4,,1,96000,57567767,5566112,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
247,departamento,alquiler,Colon 1160 Piso 5 Dpto D,Alberdi,2,1,,0,330000,57567769,5566114,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
248,departamento,alquiler,Colon 251 Piso 2 Dpto A,centro,3,2,,0,338000,57567770,5566115,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
249,departamento,alquiler,Los Granaderos 3144 Piso 1 Dpto 3,Alto Verde,3,2,,0,406000,57567771,5566116,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
250,departamento,alquiler,Campillo 988 Piso 2 Dpto D,Cofico,3,2,,0,339000,57567772,5566117,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
251,casa,alquiler,Rafael de Igarzabal 851,Parque Vélez Sársfield,16,7,"SALOMON INMOBILIARIA OFRECE EN ALQUILER: Una imponente casa de 7 dormitorios, ideal para grandes familias que buscan amplitud y confort. U...Parque Vélez Sársfield",1,1950000,58265302,5578825,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
252,departamento,alquiler,Curaquen Nº 5915 Pje 4 Dpto 1,Arguello,2,1,,0,287000,57567774,5566119,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
253,departamento,alquiler,Pasaje 4 Nº 5915 Dpto 2,Arguello,4,3,,0,416000,57567775,5566120,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
254,departamento,alquiler,Pasaje 4 Dpto 3,Arguello,3,2,,0,414000,57567776,5566121,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
255,local,venta,Fructuoso Rivera 95 Local 7,Nueva Cordoba,,,,1,43000,57567777,5566122,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
256,departamento,alquiler,Obispo Trejo 949 Piso 2 Dpto. E,Nueva Cordoba,3,2,,0,396000,57567778,5566123,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
258,local,venta,Obispo Trejo 949 Local 6,Nueva Cordoba,,,,1,59000,57567780,5566125,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
259,departamento,venta,Chubut 20 Piso 2do. Dpto 86,Alberdi,3,2,,0,41000,57567781,5566126,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
260,departamento,venta,Suipacha 1994 Dpto 1,Pueyrredon,3,2,,0,39000,57567782,5566127,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
261,departamento,venta,Suipacha 1994 Dpto 2,Pueyrredon,2,1,,0,31000,57567783,5566128,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
262,departamento,venta,Zapiola 197,San Martin,1,1,,1,20000,57567784,5566129,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
263,departamento,venta,Tomas Guido 901,San Martin,4,3,,0,47000,57567785,5566130,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
264,departamento,venta,José Ignacio Thames 5237 Planta Baja,Dean Funes,2,1,,1,26000,57567786,5566131,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
265,casa,venta,Lascano Colodrero 2554 PH 4,Poeta Lugones,5,3,,1,87000,57567787,5566132,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
266,casa,venta,Lascano Colodrero 2554 PH 1,Poeta Lugones,5,3,,0,90000,57567788,5566133,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
267,departamento,venta,José Ignacio Thames 5237 Planta Alta,Dean Funes,3,2,,1,37000,57567789,5566134,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
268,casa,venta,Baudillio Vazquez 3836,Puente Blanco,6,4,,1,98000,57567790,5566135,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
269,departamento,venta,Tres Arroyos 2882 Dpto A,Jardin del Pilar,2,1,,1,32000,57567791,5566136,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
270,departamento,venta,Tres Arroyos 2882 Dpto B,Jardin del Pilar,1,1,,1,19000,57567792,5566137,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
271,departamento,venta,Rincon 1814 Planta Baja Dpto 2,Pueyrredon,2,1,PARA MAS INFORMACIÓN AL WHATSAPP . NO TE LO PIERDAS!!!,1,43000,57567793,5396630,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
272,departamento,venta,Caseros 1964 Piso 2 Dpto A,Alberdi,4,3,,1,45000,57567794,5566139,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
273,departamento,venta,Pje Alberro 1554 Piso 2do.Dto 15,Paso de los Andes,3,2,,0,40000,57567795,5566140,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
274,departamento,venta,Quizquizacate 552 Dpto 1,San Martin,3,2,,1,38000,57567796,5566141,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
275,departamento,venta,Quizquizacate 554 Dpto 2,San Martin,3,2,,1,40000,57567797,5566142,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
276,departamento,venta,Quisquizacate 554 Dpto 3,San Martin,3,2,,1,34000,57567798,5566143,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
277,departamento,venta,Quisquizacate 554 Dpto 4,San Martin,1,1,,1,19000,57567799,5566144,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
278,departamento,venta,Maipu 18 Piso 7 Dpto D,centro,3,2,,1,37000,57567800,5566145,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
